Activity;Case ID;Duration;Event_Nr
Accepted-In Progress;1-533851634;0.003624298961653085;1
Queued-Awaiting Assignment;1-533851634;183.0055679468768;2
Accepted-In Progress;1-533851634;415.0007650381874;3
Accepted-Assigned;1-533851634;131.0075713163854;4
Accepted-In Progress;1-533851634;20077385.999106172;5
Completed-Closed;1-533851634;186.0015772790706;6
Accepted-In Progress;1-534020390;-8.33082804150804e-06;1
Accepted-In Progress;1-534020390;47.00217848754921;2
Accepted-Assigned;1-534020390;290.0003691611588;3
Accepted-In Progress;1-534020390;20703899.999856412;4
Completed-Closed;1-534020390;109.99906833597186;5
Accepted-In Progress;1-534493180;-0.001453254408528462;1
Accepted-Assigned;1-534493180;51.99274374778307;2
Accepted-In Progress;1-534493180;0.0;3
Accepted-Wait;1-534493180;6.0;4
Completed-Closed;1-534493180;102257.0;5
Accepted-In Progress;1-534702904;-0.002296183045619855;1
Accepted-In Progress;1-534702904;7838701.00122961;2
Completed-Closed;1-534702904;13235587.999834135;3
Accepted-In Progress;1-535233659;-2.183499298675576e-05;1
Queued-Awaiting Assignment;1-535233659;79.99107426986332;2
Accepted-In Progress;1-535233659;46912.00001438915;3
Accepted-Assigned;1-535233659;322.99092283848483;4
Accepted-In Progress;1-535233659;19283422.999722283;5
Completed-Closed;1-535233659;50.99948642034538;6
Accepted-In Progress;1-535393553;-0.0009616399973617111;1
Completed-Closed;1-535393553;17715480.999904905;2
Accepted-In Progress;1-535418135;0.001468816696621827;1
Accepted-Wait;1-535418135;3205280.0017675553;2
Accepted-Wait;1-535418135;99.00084965037387;3
Completed-Closed;1-535418135;8464549.0;4
Accepted-In Progress;1-535439201;-0.00020379600840196577;1
Accepted-Wait;1-535439201;1263.0139321279041;2
Completed-Closed;1-535439201;22023118.00025006;3
Accepted-In Progress;1-535813109;0.0018654974284692506;1
Completed-Closed;1-535813109;16864370.00038088;2
Accepted-In Progress;1-535813203;-0.0005037336922285921;1
Completed-Closed;1-535813203;16949519.999391455;2
Accepted-In Progress;1-535813236;0.0005503819296395627;1
Completed-Closed;1-535813236;16949385.99919545;2
Accepted-In Progress;1-535813278;0.0011787656158389777;1
Completed-Closed;1-535813278;16863810.0000236;2
Accepted-In Progress;1-535813300;0.003675151447875902;1
Completed-Closed;1-535813300;16863015.00061141;2
Accepted-In Progress;1-535813432;0.0008859518260696026;1
Completed-Closed;1-535813432;16862924.000994623;2
Accepted-In Progress;1-535813517;1.4659525946486115e-05;1
Completed-Closed;1-535813517;16861856.003002636;2
Accepted-In Progress;1-535813813;0.00045375959342233837;1
Completed-Closed;1-535813813;16858781.998732787;2
Accepted-In Progress;1-536904633;0.00015892580985863388;1
Completed-Closed;1-536904633;17181511.00001779;2
Queued-Awaiting Assignment;1-537311033;-0.006388249701013698;1
Accepted-In Progress;1-537311033;5009694.000436437;2
Completed-Closed;1-537311033;12602776.000017049;3
Accepted-In Progress;1-537601770;0.0021883943931014635;1
Queued-Awaiting Assignment;1-537601770;1216.990157179707;2
Accepted-In Progress;1-537601770;156176.00038972963;3
Accepted-Wait;1-537601770;24047992.005795702;4
Completed-Closed;1-537601770;4052258.99992699;5
Accepted-In Progress;1-537902763;0.0012366171830582526;1
Completed-Closed;1-537902763;16938635.000524975;2
Accepted-In Progress;1-537984625;-3.604998583047537e-05;1
Queued-Awaiting Assignment;1-537984625;2470.010557770615;2
Accepted-In Progress;1-537984625;28511717.00088734;3
Completed-Closed;1-537984625;115.9964240046297;4
Accepted-In Progress;1-538226806;0.0013817952412649693;1
Completed-Closed;1-538226806;22302698.004330676;2
Accepted-In Progress;1-538411483;-0.0009181193963845412;1
Accepted-Wait;1-538411483;17449674.98692782;2
Accepted-Wait;1-538411483;52.99762424142799;3
Completed-Closed;1-538411483;954065.9997977769;4
Accepted-In Progress;1-538467021;0.000576883953825539;1
Accepted-In Progress;1-538467021;6739809.0;2
Accepted-Assigned;1-538467021;31.0;3
Accepted-In Progress;1-538467021;3076302.0;4
Completed-Closed;1-538467021;2665866.0;5
Accepted-In Progress;1-539000895;0.0006988919985065813;1
Completed-Closed;1-539000895;27232353.000146084;2
Accepted-In Progress;1-539083171;0.0015364353407236405;1
Accepted-Assigned;1-539083171;19450782.00093241;2
Completed-Closed;1-539083171;8468796.000572646;3
Accepted-In Progress;1-539633138;-0.00010350586093512623;1
Queued-Awaiting Assignment;1-539633138;394.03603220111097;2
Accepted-In Progress;1-539633138;47909.00086295977;3
Accepted-Assigned;1-539633138;83.00119558683589;4
Accepted-In Progress;1-539633138;18453030.000412017;5
Completed-Closed;1-539633138;83.00329101372789;6
Accepted-In Progress;1-539752329;0.001760417634264567;1
Accepted-Wait;1-539752329;755.9999148979832;2
Accepted-In Progress;1-539752329;15631954.999883365;3
Completed-Closed;1-539752329;54.99884240466196;4
Accepted-In Progress;1-539805130;-0.0001371023125109241;1
Accepted-Wait;1-539805130;10114949.998312445;2
Completed-Closed;1-539805130;9139526.998813992;3
Accepted-In Progress;1-540408651;0.004887353021459691;1
Queued-Awaiting Assignment;1-540408651;53.98282894862621;2
Accepted-In Progress;1-540408651;125.00036288599827;3
Accepted-Assigned;1-540408651;15.007902928098757;4
Accepted-In Progress;1-540408651;17137787.000280354;5
Completed-Closed;1-540408651;188.9997532300183;6
Accepted-In Progress;1-540500545;9.58966144538881e-05;1
Accepted-Wait;1-540500545;8717535.98783293;2
Completed-Closed;1-540500545;17038018.99961183;3
Accepted-In Progress;1-540531611;0.0008922991855566778;1
Accepted-Wait;1-540531611;972.9973839912927;2
Accepted-In Progress;1-540531611;25747655.001417086;3
Completed-Closed;1-540531611;146.9999033463937;4
Accepted-In Progress;1-540549178;0.0007137131554949683;1
Accepted-Assigned;1-540549178;7.0;2
Accepted-In Progress;1-540549178;0.0;3
Accepted-Wait;1-540549178;1197549.0;4
Completed-Closed;1-540549178;59205393.0;5
Accepted-In Progress;1-540549229;-0.00021091177801791183;1
Accepted-Assigned;1-540549229;8.0;2
Accepted-In Progress;1-540549229;0.0;3
Accepted-Wait;1-540549229;8.0;4
Completed-Closed;1-540549229;160.0;5
Accepted-In Progress;1-540723633;-0.0008213459118798608;1
Queued-Awaiting Assignment;1-540723633;272.99223451327816;2
Accepted-In Progress;1-540723633;3795.999262475504;3
Accepted-Assigned;1-540723633;8.996237532142446;4
Accepted-In Progress;1-540723633;17527304.998304002;5
Completed-Closed;1-540723633;1093.99890165638;6
Accepted-In Progress;1-540904745;-0.00013932429929015459;1
Queued-Awaiting Assignment;1-540904745;55.01181163219494;2
Accepted-In Progress;1-540904745;21599.999242826445;3
Accepted-Assigned;1-540904745;73.99888402452511;4
Accepted-In Progress;1-540904745;16353748.001188006;5
Completed-Closed;1-540904745;37.00109759733334;6
Accepted-In Progress;1-540947390;0.0003765404040377745;1
Accepted-In Progress;1-540947390;0.0;2
Accepted-Assigned;1-540947390;8.0;3
Accepted-In Progress;1-540947390;38016204.0;4
Completed-Closed;1-540947390;12525632.0;5
Accepted-In Progress;1-541028557;0.0007846892293629162;1
Queued-Awaiting Assignment;1-541028557;598.9962241340602;2
Accepted-In Progress;1-541028557;620.9984986300897;3
Accepted-Assigned;1-541028557;6.998823895374784;4
Accepted-In Progress;1-541028557;17377217.998910856;5
Completed-Closed;1-541028557;45.99869522730662;6
Accepted-Assigned;1-541088014;110.0;1
Accepted-In Progress;1-541088014;93000.0;2
Completed-Closed;1-541088014;2841169.0;3
Accepted-In Progress;1-541565290;-0.00010218093860693432;1
Queued-Awaiting Assignment;1-541565290;165.99360213438155;2
Accepted-In Progress;1-541565290;130.00110353437205;3
Accepted-Assigned;1-541565290;8.003807491824334;4
Accepted-In Progress;1-541565290;17846062.99986227;5
Completed-Closed;1-541565290;72.99970507082092;6
Accepted-In Progress;1-541566505;0.0008757690940942477;1
Queued-Awaiting Assignment;1-541566505;618.0000176640627;2
Accepted-In Progress;1-541566505;122.0002189481983;3
Accepted-Assigned;1-541566505;8.996694803302562;4
Accepted-In Progress;1-541566505;17842689.000024647;5
Completed-Closed;1-541566505;69.0009303254456;6
Accepted-In Progress;1-541655216;2.0255777120392768e-05;1
Queued-Awaiting Assignment;1-541655216;1130.9917501753337;2
Accepted-In Progress;1-541655216;252338.00042332103;3
Accepted-Assigned;1-541655216;7.9942383437362485;4
Accepted-In Progress;1-541655216;17570119.99983735;5
Completed-Closed;1-541655216;107.99984863007067;6
Accepted-In Progress;1-541686305;0.00044774309200844005;1
Queued-Awaiting Assignment;1-541686305;189.9977357116573;2
Accepted-In Progress;1-541686305;256043.00191234623;3
Accepted-Assigned;1-541686305;312.0030872240424;4
Accepted-In Progress;1-541686305;17543661.999565944;5
Completed-Closed;1-541686305;55.99978101307891;6
Accepted-In Progress;1-542919207;0.00047400761002702827;1
Accepted-In Progress;1-542919207;0.0;2
Queued-Awaiting Assignment;1-542919207;139.0;3
Accepted-In Progress;1-542919207;0.0;4
Completed-Closed;1-542919207;19.0;5
Accepted-In Progress;1-543300099;0.00019465559347371823;1
Accepted-Assigned;1-543300099;10313.00298553825;2
Accepted-In Progress;1-543300099;3962275.9998930227;3
Accepted-In Progress;1-543300099;20576626.99933487;4
Completed-Closed;1-543300099;1.00230310907197;5
Accepted-In Progress;1-544200884;-0.0009239430843711218;1
Accepted-Wait;1-544200884;260730.99932872338;2
Completed-Closed;1-544200884;17095172.000930067;3
Accepted-In Progress;1-544527205;-0.0038044017181743856;1
Accepted-Wait;1-544527205;5609634.003487181;2
Completed-Closed;1-544527205;10723626.999874467;3
Accepted-In Progress;1-544595401;-0.002575554533813903;1
Queued-Awaiting Assignment;1-544595401;1241.9935240997534;2
Accepted-In Progress;1-544595401;10936618.00083589;3
Accepted-In Progress;1-544595401;5626233.999344474;4
Completed-Closed;1-544595401;223.00003774058555;5
Accepted-In Progress;1-544876956;0.00011631002512912585;1
Accepted-Wait;1-544876956;12101740.010653084;2
Completed-Closed;1-544876956;2937913.000927237;3
Accepted-In Progress;1-545738536;-0.004999701358588752;1
Accepted-Assigned;1-545738536;298.001983493533;2
Accepted-In Progress;1-545738536;2129916.9998447527;3
Accepted-In Progress;1-545738536;11951646.000613593;4
Completed-Closed;1-545738536;58.99899596023315;5
Accepted-In Progress;1-545911672;-0.001336934188142738;1
Queued-Awaiting Assignment;1-545911672;223.99816929905836;2
Accepted-In Progress;1-545911672;589139.9993254495;3
Accepted-Wait;1-545911672;3392350.0;4
Accepted-Assigned;1-545911672;1295966.0;5
Accepted-In Progress;1-545911672;34826492.0;6
Completed-Closed;1-545911672;2444595.0;7
Accepted-In Progress;1-546272906;0.0014116556994878849;1
Accepted-Assigned;1-546272906;64.0;2
Accepted-In Progress;1-546272906;0.0;3
Accepted-Wait;1-546272906;487285.0;4
Completed-Closed;1-546272906;1814396.0;5
Accepted-In Progress;1-546692981;-0.0019221927829522368;1
Completed-Closed;1-546692981;12698245.99997109;2
Accepted-In Progress;1-546693092;-0.0022621663177029836;1
Completed-Closed;1-546693092;12694211.001889475;2
Accepted-In Progress;1-547539001;0.0003974772609613577;1
Completed-Closed;1-547539001;12633554.00178976;2
Accepted-In Progress;1-547617088;-0.0006280168783536279;1
Accepted-Assigned;1-547617088;1024.0039051132474;2
Accepted-In Progress;1-547617088;18791.0;3
Accepted-Wait;1-547617088;7.0;4
Completed-Closed;1-547617088;255556.0;5
Accepted-In Progress;1-547802271;-0.002124139409134683;1
Completed-Closed;1-547802271;12615691.999901088;2
Accepted-In Progress;1-548188531;-0.001993635843815535;1
Completed-Closed;1-548188531;12635961.996965908;2
Accepted-In Progress;1-548188557;-0.0021332913171819914;1
Completed-Closed;1-548188557;12635511.996592615;2
Accepted-In Progress;1-548188833;-0.004546790363969128;1
Completed-Closed;1-548188833;12634894.000655198;2
Accepted-In Progress;1-549431982;-0.00015301754145011627;1
Queued-Awaiting Assignment;1-549431982;210.00493565729175;2
Accepted-In Progress;1-549431982;2653099.000672521;3
Accepted-Wait;1-549431982;9768401.999371994;4
Completed-Closed;1-549431982;48.999660365405404;5
Accepted-In Progress;1-550159631;-0.00031483445993317217;1
Accepted-Wait;1-550159631;40.993597877942705;2
Accepted-In Progress;1-550159631;0.0;3
Accepted-In Progress;1-550159631;0.0;4
Completed-Closed;1-550159631;1195209.0;5
Accepted-In Progress;1-550577363;0.0006578985832681645;1
Accepted-Wait;1-550577363;223.98358705012004;2
Accepted-Wait;1-550577363;13.005557584588903;3
Completed-Closed;1-550577363;11.0;4
Accepted-In Progress;1-550611848;0.0033564012667696534;1
Completed-Closed;1-550611848;22619477.99946248;2
Accepted-In Progress;1-553276916;0.0008127033883071253;1
Queued-Awaiting Assignment;1-553276916;162.0;2
Accepted-In Progress;1-553276916;363375.0;3
Accepted-In Progress;1-553276916;1454.0;4
Completed-Closed;1-553276916;8.0;5
Accepted-In Progress;1-555105571;-0.0033466366290161153;1
Queued-Awaiting Assignment;1-555105571;2396.9984836356666;2
Accepted-In Progress;1-555105571;54810.002044642264;3
Accepted-Assigned;1-555105571;6.991700665621844;4
Accepted-In Progress;1-555105571;14489167.000001417;5
Completed-Closed;1-555105571;260.00028645982627;6
Accepted-In Progress;1-557618809;-0.0004482750747839922;1
Completed-Closed;1-557618809;13228723.001847278;2
Accepted-In Progress;1-557739965;0.00020765903206358127;1
Accepted-Wait;1-557739965;7093608.982130705;2
Completed-Closed;1-557739965;6133212.998941951;3
Accepted-In Progress;1-560418897;-0.0021124945596958673;1
Queued-Awaiting Assignment;1-560418897;599.9989870024726;2
Accepted-In Progress;1-560418897;925.9996413196408;3
Accepted-Assigned;1-560418897;8.005834920914754;4
Accepted-In Progress;1-560418897;13840479.9995972;5
Completed-Closed;1-560418897;1846.00059673244;6
Accepted-In Progress;1-560419045;0.004309042871627979;1
Queued-Awaiting Assignment;1-560419045;202.00052940715085;2
Accepted-In Progress;1-560419045;2130.0003607881686;3
Accepted-Assigned;1-560419045;8.004421735303618;4
Accepted-In Progress;1-560419045;13908741.999464253;5
Completed-Closed;1-560419045;1.0041298759976627;6
Accepted-In Progress;1-560504546;0.0004397534003239625;1
Queued-Awaiting Assignment;1-560504546;447.9850544189987;2
Accepted-In Progress;1-560504546;4855121.000184323;3
Accepted-Wait;1-560504546;8.00138283879678;4
Accepted-Assigned;1-560504546;330.99856751230016;5
Accepted-In Progress;1-560504546;0.0;6
Completed-Closed;1-560504546;71.0;7
Accepted-In Progress;1-560703011;-0.0019305284536444544;1
Accepted-In Progress;1-560703011;15729116.99958958;2
Completed-Closed;1-560703011;9.999405492848807;3
Accepted-In Progress;1-561068081;0.001151260781667703;1
Completed-Closed;1-561068081;18840081.999011025;2
Accepted-In Progress;1-561190012;0.0006962053078254225;1
Queued-Awaiting Assignment;1-561190012;403.988585732623;2
Accepted-In Progress;1-561190012;63522.00095626498;3
Accepted-Assigned;1-561190012;24.003620925819117;4
Accepted-In Progress;1-561190012;13971121.000517813;5
Completed-Closed;1-561190012;117.0004137406562;6
Accepted-In Progress;1-562022682;0.004681188965871392;1
Queued-Awaiting Assignment;1-562022682;1650.9959491780942;2
Accepted-In Progress;1-562022682;17965.000722346238;3
Accepted-Assigned;1-562022682;8.004847681717791;4
Accepted-In Progress;1-562022682;14270478.002208078;5
Completed-Closed;1-562022682;62.99957134068984;6
Accepted-In Progress;1-562807927;0.0006990598511529094;1
Accepted-Assigned;1-562807927;252428.00579246556;2
Accepted-Wait;1-562807927;13495110.995399194;3
Completed-Closed;1-562807927;161856.00011080527;4
Accepted-In Progress;1-563156866;-0.0008646296076386223;1
Accepted-In Progress;1-563156866;19078639.999713235;2
Completed-Closed;1-563156866;2.9975194562500516;3
Accepted-In Progress;1-563156881;-0.0012003373979433548;1
Accepted-In Progress;1-563156881;19077784.999389667;2
Completed-Closed;1-563156881;14.0016310001701;3
Accepted-In Progress;1-564311006;-0.0001176673590837707;1
Queued-Awaiting Assignment;1-564311006;482.005094229925;2
Accepted-In Progress;1-564311006;893.999836050569;3
Accepted-Assigned;1-564311006;18.999286077420347;4
Accepted-In Progress;1-564311006;13507158.999979237;5
Completed-Closed;1-564311006;93.00015822108;6
Accepted-In Progress;1-564433915;8.637852816158407e-05;1
Queued-Awaiting Assignment;1-564433915;296.0219652777172;2
Accepted-In Progress;1-564433915;6130511.999765689;3
Accepted-Wait;1-564433915;5.994736415724673;4
Completed-Closed;1-564433915;17623084.99785973;5
Accepted-In Progress;1-564528496;-0.0014414541233882705;1
Queued-Awaiting Assignment;1-564528496;229.98727970730016;2
Accepted-In Progress;1-564528496;43857.00086494391;3
Accepted-Assigned;1-564528496;9.00137637921372;4
Accepted-In Progress;1-564528496;13780358.000377527;5
Completed-Closed;1-564528496;16117.997952844627;6
Accepted-In Progress;1-564738994;-0.0022290285635974865;1
Accepted-Wait;1-564738994;72.99894140274952;2
Accepted-In Progress;1-564738994;10905313.999940878;3
Completed-Closed;1-564738994;5176120.99896546;4
Accepted-In Progress;1-564903210;-0.00522846827213716;1
Queued-Awaiting Assignment;1-564903210;141.99450571559254;2
Accepted-In Progress;1-564903210;302.00053413542696;3
Accepted-Assigned;1-564903210;6.006143664444491;4
Accepted-In Progress;1-564903210;13772659.999944743;5
Completed-Closed;1-564903210;118.99959661466853;6
Accepted-In Progress;1-565030154;-0.00015753944845211217;1
Completed-Closed;1-565030154;12767191.002326248;2
Accepted-In Progress;1-565319816;0.0009748003892081655;1
Completed-Closed;1-565319816;13710297.997942602;2
Accepted-In Progress;1-565905115;1.581361244497045e-05;1
Accepted-In Progress;1-565905115;9657577.00015972;2
Completed-Closed;1-565905115;1137011.000490484;3
Accepted-In Progress;1-566003511;0.0005021168700121908;1
Queued-Awaiting Assignment;1-566003511;486.9690878013143;2
Accepted-In Progress;1-566003511;19271603.001289636;3
Completed-Closed;1-566003511;21.99895558017792;4
Accepted-In Progress;1-566096602;0.0004421237224798764;1
Queued-Awaiting Assignment;1-566096602;25.982659750415866;2
Accepted-In Progress;1-566096602;1124.9983207154442;3
Completed-Closed;1-566096602;17601385.00170479;4
Accepted-In Progress;1-566101203;-0.0006583936874015084;1
Completed-Closed;1-566101203;13199842.000418786;2
Accepted-In Progress;1-566332021;0.0011520984212545651;1
Queued-Awaiting Assignment;1-566332021;575.9946784302514;2
Accepted-In Progress;1-566332021;268363.9999428871;3
Accepted-Assigned;1-566332021;28.00150813609923;4
Accepted-In Progress;1-566332021;10286134.000567518;5
Completed-Closed;1-566332021;82612.00043739448;6
Accepted-In Progress;1-566642468;-0.00014047307509224322;1
Queued-Awaiting Assignment;1-566642468;309.0001977525707;2
Accepted-In Progress;1-566642468;244680.00068745218;3
Accepted-Assigned;1-566642468;34.00635071856502;4
Accepted-In Progress;1-566642468;13336240.999992406;5
Completed-Closed;1-566642468;68.99817667000843;6
Accepted-In Progress;1-566661201;-0.0022479357605331594;1
Accepted-Wait;1-566661201;465.0007247884134;2
Completed-Closed;1-566661201;11903854.999366276;3
Accepted-In Progress;1-567100387;-0.0008452709340703502;1
Completed-Closed;1-567100387;15131472.997912852;2
Accepted-In Progress;1-567362335;-0.00031340475949585096;1
Accepted-Wait;1-567362335;470.9999340382945;2
Completed-Closed;1-567362335;10945572.000609247;3
Accepted-In Progress;1-567440922;0.0008055440848072707;1
Queued-Awaiting Assignment;1-567440922;506.99035487030505;2
Accepted-In Progress;1-567440922;3849.0002486013946;3
Accepted-Assigned;1-567440922;28.999761820878177;4
Accepted-In Progress;1-567440922;12975206.999327905;5
Completed-Closed;1-567440922;265.00066233162664;6
Accepted-In Progress;1-567718361;0.00020202953951540685;1
Completed-Closed;1-567718361;17479857.999782138;2
Accepted-In Progress;1-567958551;-0.0007925616656593509;1
Accepted-In Progress;1-567958551;12573.999655542737;2
Completed-Closed;1-567958551;13843347.002185263;3
Accepted-In Progress;1-567981735;0.00018726185254549677;1
Queued-Awaiting Assignment;1-567981735;389.98825224788925;2
Accepted-In Progress;1-567981735;650.0001966125791;3
Accepted-Assigned;1-567981735;18.9975723555319;4
Accepted-In Progress;1-567981735;11558962.00004818;5
Completed-Closed;1-567981735;13.99900849430217;6
Accepted-In Progress;1-572078531;-0.0010379248741729534;1
Queued-Awaiting Assignment;1-572078531;4365.000611461364;2
Accepted-In Progress;1-572078531;341896.0000414562;3
Queued-Awaiting Assignment;1-572078531;23.00116399826548;4
Accepted-In Progress;1-572078531;96213.99966361813;5
Accepted-Wait;1-572078531;1134785.0;6
Accepted-In Progress;1-572078531;12976409.0;7
Completed-Closed;1-572078531;4.0;8
Accepted-In Progress;1-572330175;2.8204906404462154e-05;1
Accepted-In Progress;1-572330175;2319518.0;2
Queued-Awaiting Assignment;1-572330175;48.0;3
Accepted-In Progress;1-572330175;0.0;4
Completed-Closed;1-572330175;2.0;5
Accepted-In Progress;1-572625937;-4.316204939538509e-05;1
Queued-Awaiting Assignment;1-572625937;248.99191038342224;2
Accepted-In Progress;1-572625937;292.0004006116442;3
Accepted-Assigned;1-572625937;372.977856147139;4
Accepted-In Progress;1-572625937;12976408.99997706;5
Completed-Closed;1-572625937;78.99958591421573;6
Accepted-In Progress;1-572730349;-0.00043748847370112616;1
Accepted-Wait;1-572730349;163.01028094716494;2
Accepted-In Progress;1-572730349;3817790.9999274015;3
Accepted-In Progress;1-572730349;18339593.00010617;4
Completed-Closed;1-572730349;150.99962967844692;5
Accepted-In Progress;1-572802327;0.0028264895120344185;1
Queued-Awaiting Assignment;1-572802327;175.02071335655478;2
Accepted-In Progress;1-572802327;208373.00042469002;3
Completed-Closed;1-572802327;13549004.999616824;4
Accepted-In Progress;1-573215995;-0.0018186028920219384;1
Accepted-Assigned;1-573215995;34.00624435769532;2
Accepted-In Progress;1-573215995;6394421.000009518;3
Accepted-In Progress;1-573215995;5783254.999550658;4
Completed-Closed;1-573215995;97.99993252480444;5
Accepted-In Progress;1-573278049;-0.0033715957010810324;1
Accepted-Wait;1-573278049;9137571.999964688;2
Completed-Closed;1-573278049;1380935.000167888;3
Accepted-In Progress;1-573280988;-9.516428249126448e-05;1
Completed-Closed;1-573280988;13994222.001700016;2
Accepted-In Progress;1-573316263;1.6468459973298737e-05;1
Queued-Awaiting Assignment;1-573316263;309.99975561211824;2
Accepted-In Progress;1-573316263;7411954.999972765;3
Accepted-Wait;1-573316263;16.0013113126095;4
Completed-Closed;1-573316263;4845978.999763001;5
Accepted-In Progress;1-573639367;0.0006954435664459014;1
Queued-Awaiting Assignment;1-573639367;914.0018081127705;2
Accepted-In Progress;1-573639367;796.9993362153608;3
Accepted-Assigned;1-573639367;12.993008995620654;4
Accepted-In Progress;1-573639367;12628599.001457801;5
Completed-Closed;1-573639367;89.00240151702329;6
Accepted-In Progress;1-573655864;-0.0013202749973785814;1
Queued-Awaiting Assignment;1-573655864;241.99356660142845;2
Accepted-In Progress;1-573655864;1357.9999153981403;3
Accepted-Assigned;1-573655864;35.999647587586956;4
Accepted-In Progress;1-573655864;12011499.000392757;5
Completed-Closed;1-573655864;1641.9988056584928;6
Accepted-In Progress;1-573904126;0.0004316448171744862;1
Queued-Awaiting Assignment;1-573904126;2466.0191886322295;2
Accepted-In Progress;1-573904126;11314814.001717132;3
Completed-Closed;1-573904126;119.00021832000523;4
Accepted-In Progress;1-574045461;-0.003126066675573531;1
Completed-Closed;1-574045461;10895339.999422088;2
Accepted-In Progress;1-574052419;0.0010130821634725484;1
Queued-Awaiting Assignment;1-574052419;114.99829114542437;2
Accepted-In Progress;1-574052419;12109182.999685207;3
Completed-Closed;1-574052419;3620459.999574345;4
Accepted-In Progress;1-574132549;0.00014447197024901228;1
Queued-Awaiting Assignment;1-574132549;477.0014611888588;2
Accepted-In Progress;1-574132549;245.999844668446;3
Accepted-Assigned;1-574132549;12.000322547086867;4
Accepted-In Progress;1-574132549;11993590.000238866;5
Completed-Closed;1-574132549;94.00029093539207;6
Accepted-In Progress;1-574162627;-0.0010833467446980745;1
Queued-Awaiting Assignment;1-574162627;509.9944429882755;2
Accepted-In Progress;1-574162627;232.000397851518;3
Accepted-Assigned;1-574162627;10.001832866232442;4
Accepted-In Progress;1-574162627;11987921.999929449;5
Completed-Closed;1-574162627;108.00107864403523;6
Accepted-In Progress;1-574271413;-0.0006009343413138601;1
Queued-Awaiting Assignment;1-574271413;748.0108944794787;2
Accepted-In Progress;1-574271413;666.9998164821399;3
Accepted-Assigned;1-574271413;7.996224889457968;4
Accepted-In Progress;1-574271413;12202669.998577576;5
Completed-Closed;1-574271413;45.99982372453694;6
Accepted-In Progress;1-574623837;-0.0009553561961151457;1
Accepted-Assigned;1-574623837;2322167.9984039064;2
Accepted-In Progress;1-574623837;8553791.999690514;3
Completed-Closed;1-574623837;211.00008000667924;4
Accepted-In Progress;1-575690736;-0.0006830777150123832;1
Accepted-In Progress;1-575690736;84086.00031508703;2
Accepted-In Progress;1-575690736;70698.00023456296;3
Completed-Closed;1-575690736;15898090.99959146;4
Accepted-In Progress;1-576186189;0.000896555741729013;1
Accepted-In Progress;1-576186189;806.9995659836535;2
Accepted-In Progress;1-576186189;8950829.99971266;3
Completed-Closed;1-576186189;185.00116124178282;4
Accepted-In Progress;1-576423636;-0.004314973025395077;1
Accepted-In Progress;1-576423636;10269418.998681152;2
Completed-Closed;1-576423636;1.9992280458059781;3
Accepted-In Progress;1-576807766;0.002309363626941924;1
Accepted-In Progress;1-576807766;1923.0004089795318;2
Completed-Closed;1-576807766;11400940.000500083;3
Accepted-In Progress;1-576881364;-0.0002350316296832735;1
Completed-Closed;1-576881364;11398396.001523152;2
Accepted-In Progress;1-576934735;-0.0005756578141952217;1
Completed-Closed;1-576934735;12763380.999816345;2
Accepted-In Progress;1-577196856;0.0008738623998201126;1
Queued-Awaiting Assignment;1-577196856;275.99087759056187;2
Accepted-In Progress;1-577196856;35071.99907848912;3
Accepted-Assigned;1-577196856;40.008435071981204;4
Accepted-In Progress;1-577196856;11554047.999805221;5
Completed-Closed;1-577196856;174.00106767795234;6
Accepted-In Progress;1-577236636;-0.0005529104738843239;1
Queued-Awaiting Assignment;1-577236636;50.00037372841176;2
Accepted-In Progress;1-577236636;5104744.998677183;3
Completed-Closed;1-577236636;9924290.000570204;4
Accepted-In Progress;1-577288653;0.00014063282709893783;1
Queued-Awaiting Assignment;1-577288653;440.0119496824461;2
Accepted-In Progress;1-577288653;232.99978245337027;3
Accepted-Assigned;1-577288653;9.9723237798344;4
Accepted-In Progress;1-577288653;11214812.998792082;5
Completed-Closed;1-577288653;297.9983371184174;6
Accepted-In Progress;1-577396354;-0.0007022723906432409;1
Queued-Awaiting Assignment;1-577396354;232.99563697427908;2
Accepted-In Progress;1-577396354;594.0003292455367;3
Accepted-Assigned;1-577396354;30.987561719443875;4
Accepted-In Progress;1-577396354;11754348.000716733;5
Completed-Closed;1-577396354;130.00337647501343;6
Accepted-In Progress;1-577685618;-0.0006999956952617072;1
Accepted-In Progress;1-577685618;5070962.000634704;2
Completed-Closed;1-577685618;7183216.997912596;3
Accepted-In Progress;1-577834779;-0.001608612228967863;1
Accepted-Assigned;1-577834779;97.9994372272973;2
Completed-Closed;1-577834779;13481067.999965688;3
Accepted-In Progress;1-578252937;0.0007311507332994455;1
Completed-Closed;1-578252937;17533973.998959724;2
Accepted-In Progress;1-578579972;-0.0018080426822119793;1
Completed-Closed;1-578579972;9506986.003870564;2
Accepted-In Progress;1-578598959;0.0005840470800759557;1
Accepted-In Progress;1-578598959;72.00028730509605;2
Queued-Awaiting Assignment;1-578598959;280.00056391119494;3
Accepted-In Progress;1-578598959;593826.0001389532;4
Completed-Closed;1-578598959;8381493.000246726;5
Accepted-In Progress;1-578612825;-0.0007384525421542234;1
Queued-Awaiting Assignment;1-578612825;1819704.9947846257;2
Accepted-In Progress;1-578612825;2196722.0000248584;3
Completed-Closed;1-578612825;8507382.998605987;4
Accepted-In Progress;1-578686199;0.0006529278115800128;1
