Activity;Case ID;Duration;Event_Nr
Accepted-In Progress;1-514618724;4.623051107460409e-05;1
Accepted-Wait;1-514618724;253252.98983555578;2
Accepted-In Progress;1-514618724;27302630.999998335;3
Completed-Closed;1-514618724;539.002427844798;4
Accepted-In Progress;1-514712116;-0.0028888933535553057;1
Accepted-In Progress;1-514712116;33011606.000198107;2
Completed-Closed;1-514712116;2.00010023686888;3
Accepted-In Progress;1-514832700;0.00046056044128553784;1
Accepted-Assigned;1-514832700;30656081.00014722;2
Accepted-In Progress;1-514832700;1221916.9999872292;3
Completed-Closed;1-514832700;4.00014297885891;4
Accepted-In Progress;1-515461174;-0.0015809567476242157;1
Accepted-Assigned;1-515461174;21234297.996379286;2
Accepted-Wait;1-515461174;4967254.004708737;3
Completed-Closed;1-515461174;4015125.0000407365;4
Accepted-In Progress;1-515617964;-0.0009246415600677147;1
Queued-Awaiting Assignment;1-515617964;244253.9876798746;2
Accepted-In Progress;1-515617964;26504034.9999315;3
Completed-Closed;1-515617964;163.99855894732784;4
Accepted-In Progress;1-515873671;-0.002609526316236852;1
Queued-Awaiting Assignment;1-515873671;16.00447530273057;2
Accepted-In Progress;1-515873671;24715059.00228087;3
Queued-Awaiting Assignment;1-515873671;1349.998599074351;4
Accepted-In Progress;1-515873671;345427.0002153036;5
Completed-Closed;1-515873671;1.999395711178335;6
Accepted-In Progress;1-516860557;-0.0004387612643861733;1
Accepted-In Progress;1-516860557;27048725.999976948;2
Completed-Closed;1-516860557;1.0005921969957035;3
Accepted-In Progress;1-517002080;-0.001536800676910304;1
Queued-Awaiting Assignment;1-517002080;174.00229771533583;2
Accepted-In Progress;1-517002080;5505.999349245028;3
Accepted-Assigned;1-517002080;5.0110210170336;4
Accepted-In Progress;1-517002080;25127753.00108118;5
Completed-Closed;1-517002080;28.998650912474698;6
Accepted-In Progress;1-517045062;-0.0006580044088467645;1
Queued-Awaiting Assignment;1-517045062;168.01547213016914;2
Accepted-In Progress;1-517045062;2841.999613376765;3
Accepted-Assigned;1-517045062;7.003094823714538;4
Accepted-In Progress;1-517045062;25159042.000635754;5
Completed-Closed;1-517045062;149.00147509304114;6
Accepted-In Progress;1-517399487;0.0011564216755633328;1
Queued-Awaiting Assignment;1-517399487;564.9846397540744;2
Accepted-In Progress;1-517399487;2465.999246059088;3
Accepted-Assigned;1-517399487;6.010394760060182;4
Queued-Awaiting Assignment;1-517399487;595096.0117371688;5
Accepted-Assigned;1-517399487;106.99648491986339;6
Accepted-Wait;1-517399487;966.0;7
Queued-Awaiting Assignment;1-517399487;0.0;8
Accepted-In Progress;1-517399487;0.0;9
Accepted-Assigned;1-517399487;7.0;10
Accepted-In Progress;1-517399487;24939.0;11
Completed-Closed;1-517399487;1922456.0;12
Accepted-In Progress;1-517490964;0.00047405123190961084;1
Queued-Awaiting Assignment;1-517490964;215.98634495538417;2
Accepted-In Progress;1-517490964;780.9994797219716;3
Accepted-Assigned;1-517490964;6.003388453450811;4
Accepted-In Progress;1-517490964;25340668.999486446;5
Completed-Closed;1-517490964;184.99997950339258;6
Accepted-In Progress;1-517828743;0.005492359870632297;1
Queued-Awaiting Assignment;1-517828743;5864.999449662346;2
Accepted-In Progress;1-517828743;1531.9996319508161;3
Accepted-Assigned;1-517828743;8.00429869360328;4
Accepted-In Progress;1-517828743;24795516.00027376;5
Completed-Closed;1-517828743;19.00475662761442;6
Accepted-In Progress;1-518362551;0.0008887246004088608;1
Queued-Awaiting Assignment;1-518362551;282.0064558217691;2
Accepted-In Progress;1-518362551;9093.999963903092;3
Accepted-Assigned;1-518362551;7.996213716543603;4
Accepted-In Progress;1-518362551;23244059.000739098;5
Completed-Closed;1-518362551;17.00062974304898;6
Accepted-In Progress;1-519020627;0.0007470028963368992;1
Completed-Closed;1-519020627;31460158.999910086;2
Accepted-In Progress;1-519054737;0.0009072210258276534;1
Accepted-In Progress;1-519054737;14352790.9998956;2
Accepted-In Progress;1-519054737;11116748.000397975;3
Completed-Closed;1-519054737;5139587.0;4
Accepted-In Progress;1-519085985;0.0007847451641760029;1
Queued-Awaiting Assignment;1-519085985;226.99289388589457;2
Accepted-In Progress;1-519085985;75436.99826224263;3
Accepted-Assigned;1-519085985;13.998958602668203;4
Queued-Awaiting Assignment;1-519085985;87621.00066125754;5
Accepted-Assigned;1-519085985;136.0019969476506;6
Accepted-Wait;1-519085985;43.0;7
Queued-Awaiting Assignment;1-519085985;223.0;8
Accepted-In Progress;1-519085985;0.0;9
Accepted-Assigned;1-519085985;208.0;10
Accepted-In Progress;1-519085985;12221.0;11
Completed-Closed;1-519085985;36023889.0;12
Accepted-In Progress;1-519147007;0.0006673629515051911;1
Queued-Awaiting Assignment;1-519147007;1597.9933121281047;2
Accepted-In Progress;1-519147007;745696.000579968;3
Completed-Closed;1-519147007;29494440.000470087;4
Accepted-In Progress;1-519386144;-0.0001342905771560106;1
Completed-Closed;1-519386144;22990034.999413904;2
Accepted-In Progress;1-520127960;-0.003509412546461476;1
Accepted-Assigned;1-520127960;120.99805895614263;2
Completed-Closed;1-520127960;23863386.00019984;3
Accepted-In Progress;1-520234084;0.000367789463914203;1
Queued-Awaiting Assignment;1-520234084;64.99896807735763;2
Accepted-In Progress;1-520234084;462.0024216238356;3
Accepted-Assigned;1-520234084;5.998315200120962;4
Accepted-In Progress;1-520234084;24183189.00028208;5
Completed-Closed;1-520234084;29.997922311175273;6
Accepted-In Progress;1-520705880;-0.0030923469779365214;1
Accepted-Wait;1-520705880;17521920.00377032;2
Completed-Closed;1-520705880;16924925.000509612;3
Accepted-In Progress;1-521122392;0.00047459150676956393;1
Queued-Awaiting Assignment;1-521122392;443.9890657188171;2
Accepted-In Progress;1-521122392;1402.9998289502644;3
Accepted-Assigned;1-521122392;10.015267659137658;4
Accepted-In Progress;1-521122392;24647384.00006413;5
Completed-Closed;1-521122392;188.9995689105776;6
Accepted-In Progress;1-521431857;0.0008660342254767389;1
Queued-Awaiting Assignment;1-521431857;299.9967773821843;2
Accepted-In Progress;1-521431857;260.00092539447775;3
Accepted-Assigned;1-521431857;7.998592797609158;4
Accepted-In Progress;1-521431857;23968651.000108544;5
Completed-Closed;1-521431857;272.9991182284897;6
Accepted-In Progress;1-521555370;8.268192193142778e-05;1
Completed-Closed;1-521555370;26331749.000340797;2
Accepted-In Progress;1-521628291;0.004921093505593288;1
Completed-Closed;1-521628291;34302771.99775894;2
Accepted-In Progress;1-522222222;-0.0015242356355146807;1
Completed-Closed;1-522222222;26023574.000658046;2
Accepted-In Progress;1-522460624;-0.00037104228518107887;1
Queued-Awaiting Assignment;1-522460624;138.0102364965484;2
Accepted-In Progress;1-522460624;17468281.999951478;3
Accepted-Assigned;1-522460624;12.017681595461015;4
Accepted-Wait;1-522460624;4394500.004530895;5
Completed-Closed;1-522460624;26.0000359357417;6
Accepted-In Progress;1-522734472;-0.0004214450956797667;1
Queued-Awaiting Assignment;1-522734472;151.99156206772247;2
Accepted-In Progress;1-522734472;48565.99936185178;3
Accepted-Assigned;1-522734472;11.99649412910278;4
Accepted-In Progress;1-522734472;24072577.999499325;5
Completed-Closed;1-522734472;82.9973314327834;6
Accepted-In Progress;1-523027945;-0.0006644149160395692;1
Accepted-In Progress;1-523027945;30840991.000021465;2
Completed-Closed;1-523027945;76.00115216819539;3
Accepted-In Progress;1-523069229;-0.003162167962519582;1
Accepted-In Progress;1-523069229;617.9996654627944;2
Accepted-In Progress;1-523069229;23399196.00059643;3
Completed-Closed;1-523069229;2.001265795729237;4
Accepted-In Progress;1-523311541;0.002959532066595762;1
Queued-Awaiting Assignment;1-523311541;2478.980567016253;2
Accepted-In Progress;1-523311541;968.0005171680656;3
Accepted-Assigned;1-523311541;30.997156973643985;4
Accepted-In Progress;1-523311541;23949040.00092297;5
Completed-Closed;1-523311541;356.9989749568619;6
Accepted-In Progress;1-523361887;-0.00011565190367162755;1
Queued-Awaiting Assignment;1-523361887;757.9979227023856;2
Accepted-In Progress;1-523361887;57144.000568173935;3
Accepted-Assigned;1-523361887;6.001322069066687;4
Accepted-In Progress;1-523361887;23879983.999893993;5
Completed-Closed;1-523361887;86.9997760896205;6
Accepted-In Progress;1-523392191;0.0010621822674965354;1
Queued-Awaiting Assignment;1-523392191;158.000215549202;2
Accepted-In Progress;1-523392191;59417.999532957816;3
Accepted-Assigned;1-523392191;5.990835188284944;4
Accepted-In Progress;1-523392191;24654346.00019345;5
Completed-Closed;1-523392191;26.999107284048865;6
Accepted-In Progress;1-523637826;0.0014485989195322324;1
Completed-Closed;1-523637826;25842090.000026662;2
Accepted-In Progress;1-524328647;0.00129272895131129;1
Completed-Closed;1-524328647;24820517.002051804;2
Accepted-In Progress;1-524356958;-0.00404428359805046;1
Accepted-In Progress;1-524356958;0.0;2
Accepted-Wait;1-524356958;836433.0;3
Completed-Closed;1-524356958;5965811.0;4
Accepted-In Progress;1-525132931;0.002086907308219032;1
Accepted-In Progress;1-525132931;360107.000422296;2
Accepted-Assigned;1-525132931;27567089.998382997;3
Accepted-In Progress;1-525132931;91.00003548622003;4
Completed-Closed;1-525132931;3542257.0010771095;5
Accepted-In Progress;1-525447561;0.0012047423425533958;1
Accepted-Wait;1-525447561;25.012048886184928;2
Accepted-Assigned;1-525447561;5181965.003670492;3
Accepted-In Progress;1-525447561;16424328.999887759;4
Completed-Closed;1-525447561;15.000271435417233;5
Accepted-In Progress;1-525477138;0.0003655560238655915;1
Accepted-In Progress;1-525477138;29989166.999745846;2
Completed-Closed;1-525477138;19.999501711925276;3
Accepted-In Progress;1-525489753;-0.0009791480554480084;1
Queued-Awaiting Assignment;1-525489753;413.004454493738;2
Accepted-In Progress;1-525489753;233614.00031497455;3
Accepted-Assigned;1-525489753;7.0017523801954065;4
Accepted-In Progress;1-525489753;23033068.00014772;5
Completed-Closed;1-525489753;55.00204848089083;6
Accepted-In Progress;1-525589021;0.0002482371001677682;1
Completed-Closed;1-525589021;22807009.000296835;2
Accepted-In Progress;1-526037041;-0.0013307583899776338;1
Completed-Closed;1-526037041;22556409.999733213;2
Accepted-In Progress;1-526344555;-0.0013908053057679849;1
Queued-Awaiting Assignment;1-526344555;678.0029499094962;2
Accepted-In Progress;1-526344555;55984.000291455166;3
Accepted-Assigned;1-526344555;5.000418034694256;4
Accepted-In Progress;1-526344555;22266963.00068259;5
Completed-Closed;1-526344555;122.99910385194131;6
Accepted-In Progress;1-526369142;0.0013881286271233025;1
Accepted-In Progress;1-526369142;24195431.999924254;2
Completed-Closed;1-526369142;2.0006355076605176;3
Accepted-In Progress;1-526414477;0.001818475288501137;1
Queued-Awaiting Assignment;1-526414477;35.996873313750584;2
Accepted-In Progress;1-526414477;43846.99977882967;3
Accepted-Assigned;1-526414477;12.004545916285462;4
Accepted-In Progress;1-526414477;22852403.00093483;5
Completed-Closed;1-526414477;60.9998025965227;6
Accepted-In Progress;1-526414833;0.0035467627143371916;1
Queued-Awaiting Assignment;1-526414833;69.99503594357734;2
Accepted-In Progress;1-526414833;44057.000588582065;3
Accepted-Assigned;1-526414833;6.017114717639599;4
Accepted-In Progress;1-526414833;19890919.000864763;5
Completed-Closed;1-526414833;79.99739551165385;6
Accepted-In Progress;1-526647987;0.0005949214563654114;1
Accepted-In Progress;1-526647987;24125650.000365064;2
Completed-Closed;1-526647987;8.000095058257287;3
Accepted-In Progress;1-527208576;0.0029956069373556675;1
Accepted-Wait;1-527208576;13876250.000086766;2
Completed-Closed;1-527208576;9017014.001843916;3
Accepted-In Progress;1-527928641;-0.0008927337163980319;1
Accepted-Wait;1-527928641;21767024.993183468;2
Completed-Closed;1-527928641;5012008.999796774;3
Accepted-In Progress;1-528251011;-5.326983877843682e-05;1
Queued-Awaiting Assignment;1-528251011;9081667.011681128;2
Accepted-In Progress;1-528251011;515778.9984482772;3
Accepted-Wait;1-528251011;9858501.005976254;4
Completed-Closed;1-528251011;8632270.000659883;5
Accepted-In Progress;1-528332261;-0.000726201037155155;1
Accepted-Assigned;1-528332261;12620686.997399937;2
Accepted-Assigned;1-528332261;3681462.9926313413;3
Accepted-In Progress;1-528332261;6161177.999491799;4
Completed-Closed;1-528332261;18.003380577614653;5
Accepted-In Progress;1-528716762;0.003291151599344649;1
Accepted-Wait;1-528716762;275.03824024547157;2
Accepted-In Progress;1-528716762;19258340.999892406;3
Completed-Closed;1-528716762;47.0001981349328;4
Accepted-In Progress;1-528755863;0.0012120892947111038;1
Accepted-In Progress;1-528755863;27213169.999393836;2
Completed-Closed;1-528755863;89.9998786029524;3
Accepted-In Progress;1-529091253;6.377045786169899e-05;1
Accepted-In Progress;1-529091253;27129746.000947043;2
Completed-Closed;1-529091253;61.99954716469642;3
Accepted-In Progress;1-529091311;-0.0008134519579569604;1
Accepted-In Progress;1-529091311;27129615.9996995;2
Completed-Closed;1-529091311;44.998532269051445;3
Accepted-In Progress;1-530539767;0.000296743804094863;1
Queued-Awaiting Assignment;1-530539767;306.00611690167267;2
Accepted-In Progress;1-530539767;17171.99993740416;3
Accepted-Assigned;1-530539767;105.00687697090889;4
Accepted-In Progress;1-530539767;21604605.00011289;5
Completed-Closed;1-530539767;73.00168173414963;6
Accepted-In Progress;1-531435394;-0.003654027430704906;1
Accepted-Wait;1-531435394;842.0226354171824;2
Completed-Closed;1-531435394;21925454.000149995;3
Accepted-In Progress;1-532038065;-0.0007980758459802516;1
Accepted-Wait;1-532038065;116.01723039989827;2
Accepted-In Progress;1-532038065;18758217.999650817;3
Completed-Closed;1-532038065;1933077.0004041207;4
Accepted-In Progress;1-532084405;-0.0007119914838023372;1
Queued-Awaiting Assignment;1-532084405;342.0003474120795;2
Accepted-In Progress;1-532084405;81569.00158104264;3
Accepted-Assigned;1-532084405;182.00227415308913;4
Accepted-In Progress;1-532084405;20937644.000541534;5
Completed-Closed;1-532084405;82.00092181737705;6
Accepted-In Progress;1-532544114;0.000534271418340156;1
Accepted-In Progress;1-532544114;21663665.99997781;2
Completed-Closed;1-532544114;23.998023125181877;3
Accepted-In Progress;1-532816930;0.0011155706826119413;1
Accepted-In Progress;1-532816930;65.00052462900965;2
Completed-Closed;1-532816930;18377718.99960677;3
Accepted-In Progress;1-533449912;0.0020616599718788656;1
Queued-Awaiting Assignment;1-533449912;408.98718440710553;2
Accepted-In Progress;1-533449912;180271.00142359178;3
Accepted-Assigned;1-533449912;77.9969335788409;4
Accepted-In Progress;1-533449912;19702723.99957213;5
Completed-Closed;1-533449912;43.00094221112405;6
Accepted-In Progress;1-533851634;-0.000482933429844179;1
Queued-Awaiting Assignment;1-533851634;182.99386126691627;2
Accepted-In Progress;1-533851634;415.0001279710344;3
Accepted-Assigned;1-533851634;130.99765562672272;4
Accepted-In Progress;1-533851634;20077386.001274258;5
Completed-Closed;1-533851634;185.99974747999232;6
Accepted-In Progress;1-534020390;0.0013327835632931484;1
Accepted-In Progress;1-534020390;46.999346239342636;2
Accepted-Assigned;1-534020390;289.9990378952771;3
Accepted-In Progress;1-534020390;20703900.000279713;4
Completed-Closed;1-534020390;110.00018084420095;5
Accepted-In Progress;1-534493180;0.0010880547678623223;1
Accepted-Assigned;1-534493180;51.992175615725266;2
Accepted-In Progress;1-534493180;0.0;3
Accepted-Wait;1-534493180;17895.0;4
Completed-Closed;1-534493180;860811.0;5
Accepted-In Progress;1-534702904;-0.0003064458723704658;1
Accepted-In Progress;1-534702904;7838700.999238759;2
Completed-Closed;1-534702904;13235587.998093301;3
Accepted-In Progress;1-535233659;0.0017928603381904544;1
Queued-Awaiting Assignment;1-535233659;80.00076163851543;2
Accepted-In Progress;1-535233659;46912.00026546647;3
Accepted-Assigned;1-535233659;323.0083743915302;4
Accepted-In Progress;1-535233659;19283423.00008648;5
Completed-Closed;1-535233659;51.00280662716562;6
Accepted-In Progress;1-535393553;-0.001398836799055332;1
Completed-Closed;1-535393553;17715481.000506427;2
Accepted-In Progress;1-535418135;-0.00036676336548656244;1
Accepted-Wait;1-535418135;3205279.988924011;2
Accepted-Assigned;1-535418135;31.0;3
Accepted-In Progress;1-535418135;0.0;4
Completed-Closed;1-535418135;12634894.0;5
Accepted-In Progress;1-535439201;0.00016002018974922884;1
Accepted-Wait;1-535439201;1262.995742806855;2
Completed-Closed;1-535439201;22023118.000023652;3
Accepted-In Progress;1-535813109;-0.00012071732851408429;1
Completed-Closed;1-535813109;16864369.999647856;2
Accepted-In Progress;1-535813203;0.0015166439477144484;1
Completed-Closed;1-535813203;16949520.004138004;2
Accepted-In Progress;1-535813236;0.0005487540486072419;1
Completed-Closed;1-535813236;16949385.99804437;2
Accepted-In Progress;1-535813278;-0.0002171419888908606;1
Completed-Closed;1-535813278;16863810.001812775;2
Accepted-In Progress;1-535813300;-0.00017835095404916242;1
Completed-Closed;1-535813300;16863015.00340237;2
Accepted-In Progress;1-535813432;-0.002702252790187549;1
Completed-Closed;1-535813432;16862924.003990237;2
Accepted-In Progress;1-535813517;0.0007606929908830276;1
Completed-Closed;1-535813517;16861855.999430742;2
Accepted-In Progress;1-535813813;0.00017701523088586488;1
Completed-Closed;1-535813813;16858781.99605551;2
Accepted-In Progress;1-536904633;0.0009122527756425607;1
Completed-Closed;1-536904633;17181510.999964006;2
Queued-Awaiting Assignment;1-537311033;0.00022106228878618158;1
Accepted-In Progress;1-537311033;5009693.999462669;2
Completed-Closed;1-537311033;12602776.000926565;3
Accepted-In Progress;1-537601770;-0.0005036351812853726;1
Queued-Awaiting Assignment;1-537601770;1217.00033678691;2
Accepted-In Progress;1-537601770;156176.00281319488;3
Accepted-Wait;1-537601770;24047991.998570714;4
Completed-Closed;1-537601770;4052258.9997956958;5
Accepted-In Progress;1-537902763;-0.0038508175240341744;1
Completed-Closed;1-537902763;16938635.00072717;2
Accepted-In Progress;1-537984625;4.382821233069059e-05;1
Queued-Awaiting Assignment;1-537984625;2469.9960850778893;2
Accepted-In Progress;1-537984625;28511716.99968958;3
Completed-Closed;1-537984625;115.99941677560851;4
Accepted-In Progress;1-538226806;-0.0003090885612637282;1
Completed-Closed;1-538226806;22302698.0021309;2
Accepted-In Progress;1-538411483;0.00040220326363872447;1
Accepted-In Progress;1-538411483;363375.0;2
Accepted-Wait;1-538411483;855816.0;3
Completed-Closed;1-538411483;2957481.0;4
Accepted-In Progress;1-538467021;0.0011129766536559032;1
Accepted-In Progress;1-538467021;40788935.0;2
Accepted-Assigned;1-538467021;64.0;3
Accepted-In Progress;1-538467021;11116748.0;4
Completed-Closed;1-538467021;6885814.0;5
Accepted-In Progress;1-539000895;-0.003405465408939929;1
Completed-Closed;1-539000895;27232353.000577506;2
Accepted-In Progress;1-539083171;-0.000977295442499061;1
Accepted-Assigned;1-539083171;19450782.00450353;2
Completed-Closed;1-539083171;8468796.00083583;3
Accepted-In Progress;1-539633138;0.00017852299745398632;1
Queued-Awaiting Assignment;1-539633138;393.9989977208548;2
Accepted-In Progress;1-539633138;47908.99994897624;3
Accepted-Assigned;1-539633138;82.99294004682906;4
Accepted-In Progress;1-539633138;18453029.998635266;5
Completed-Closed;1-539633138;82.998324667866;6
Accepted-In Progress;1-539752329;0.0003326685713048216;1
Accepted-Wait;1-539752329;755.9816475802245;2
Accepted-In Progress;1-539752329;15631955.00004687;3
Completed-Closed;1-539752329;54.99938393018224;4
Accepted-In Progress;1-539805130;-0.002404538502927088;1
Accepted-Wait;1-539805130;10114950.003549468;2
Completed-Closed;1-539805130;9139526.999584107;3
Accepted-In Progress;1-540408651;0.00011845897762378563;1
Queued-Awaiting Assignment;1-540408651;54.002065747926004;2
Accepted-In Progress;1-540408651;124.99955819222065;3
Accepted-Assigned;1-540408651;14.998566943419492;4
Accepted-In Progress;1-540408651;17137786.99968902;5
Completed-Closed;1-540408651;188.99978406227464;6
Accepted-In Progress;1-540500545;-0.0012053223671687613;1
Accepted-Wait;1-540500545;8717535.994870557;2
Completed-Closed;1-540500545;17038018.99990973;3
Accepted-In Progress;1-540531611;-0.0007959045247581968;1
Accepted-Wait;1-540531611;973.0037750264228;2
Accepted-In Progress;1-540531611;25747655.0006676;3
Completed-Closed;1-540531611;147.00124769320263;4
Accepted-In Progress;1-540549178;0.00042974974891392024;1
Accepted-Wait;1-540549178;59.017395071898456;2
Accepted-Assigned;1-540549178;64034.00330536532;3
Accepted-In Progress;1-540549178;0.0;4
Completed-Closed;1-540549178;5438799.0;5
Accepted-In Progress;1-540549229;-0.001926361649055103;1
Accepted-Wait;1-540549229;28.97988058434501;2
Accepted-Assigned;1-540549229;63785.99591291167;3
Accepted-In Progress;1-540549229;0.0;4
Completed-Closed;1-540549229;4319560.0;5
Accepted-In Progress;1-540723633;-0.0019852163776054492;1
Queued-Awaiting Assignment;1-540723633;272.992157394584;2
Accepted-In Progress;1-540723633;3796.0001227990815;3
Accepted-Assigned;1-540723633;8.991841454191823;4
Accepted-In Progress;1-540723633;17527304.99983301;5
Completed-Closed;1-540723633;1094.0021740828379;6
Accepted-In Progress;1-540904745;-0.0027482766303248353;1
Queued-Awaiting Assignment;1-540904745;54.993670767432505;2
Accepted-In Progress;1-540904745;21600.000605148496;3
Accepted-Assigned;1-540904745;74.02270993078757;4
Accepted-In Progress;1-540904745;16353747.999927383;5
Completed-Closed;1-540904745;36.99944575738787;6
Accepted-In Progress;1-540947390;0.0009953858698474047;1
Accepted-In Progress;1-540947390;0.0;2
Accepted-Assigned;1-540947390;739.0;3
Accepted-In Progress;1-540947390;7839164.0;4
Completed-Closed;1-540947390;300.0;5
Accepted-In Progress;1-541028557;0.00042055116002877394;1
Queued-Awaiting Assignment;1-541028557;598.9640150178645;2
Accepted-In Progress;1-541028557;621.0002410259802;3
Accepted-Assigned;1-541028557;6.987582223368783;4
Accepted-In Progress;1-541028557;17377217.99841737;5
Completed-Closed;1-541028557;46.00011794309419;6
Accepted-Wait;1-541088014;0.004055904316394399;1
Accepted-In Progress;1-541088014;13477919.0;2
Completed-Closed;1-541088014;1.0;3
Accepted-In Progress;1-541565290;0.0005644472603032686;1
Queued-Awaiting Assignment;1-541565290;165.99951278999302;2
Accepted-In Progress;1-541565290;130.000458286447;3
Accepted-Assigned;1-541565290;8.006890374700989;4
Accepted-In Progress;1-541565290;17846062.999423847;5
Completed-Closed;1-541565290;72.99941386568194;6
Accepted-In Progress;1-541566505;0.0013570095415879086;1
Queued-Awaiting Assignment;1-541566505;617.9873262064024;2
Accepted-In Progress;1-541566505;121.99927432901426;3
Accepted-Assigned;1-541566505;9.008078282132958;4
Accepted-In Progress;1-541566505;17842688.997817382;5
Completed-Closed;1-541566505;68.998683290392;6
Accepted-In Progress;1-541655216;-0.005206850816906076;1
Queued-Awaiting Assignment;1-541655216;1131.000880400269;2
Accepted-In Progress;1-541655216;252338.00010504754;3
Accepted-Assigned;1-541655216;7.9992445828459156;4
Accepted-In Progress;1-541655216;17570120.000714425;5
Completed-Closed;1-541655216;108.00012032289379;6
Accepted-In Progress;1-541686305;-0.0007745982760979403;1
Queued-Awaiting Assignment;1-541686305;189.9991433062674;2
Accepted-In Progress;1-541686305;256043.000404411;3
Accepted-Assigned;1-541686305;311.99186966838545;4
Accepted-In Progress;1-541686305;17543661.999309268;5
Completed-Closed;1-541686305;55.99921989874764;6
Accepted-In Progress;1-542919207;-0.0012522237939673153;1
Queued-Awaiting Assignment;1-542919207;425.9858547097864;2
Queued-Awaiting Assignment;1-542919207;32152.006216621532;3
Accepted-In Progress;1-542919207;22787854.001023002;4
Completed-Closed;1-542919207;253.9999175200635;5
Accepted-In Progress;1-543300099;0.0019218178355933082;1
Accepted-Assigned;1-543300099;10312.99644806502;2
Accepted-In Progress;1-543300099;3962276.000306074;3
Accepted-In Progress;1-543300099;20576627.00036805;4
Completed-Closed;1-543300099;0.9987193410148902;5
Accepted-In Progress;1-544200884;6.0519692284252006e-05;1
Accepted-Wait;1-544200884;260730.9942968249;2
Completed-Closed;1-544200884;17095171.997806817;3
Accepted-In Progress;1-544527205;0.0006688362414335573;1
Accepted-Wait;1-544527205;5609633.9997055335;2
Completed-Closed;1-544527205;10723626.999852141;3
Accepted-In Progress;1-544595401;0.0012666789514402875;1
Queued-Awaiting Assignment;1-544595401;1242.0149814810884;2
Queued-Awaiting Assignment;1-544595401;2973245.0;3
Accepted-In Progress;1-544595401;0.0;4
Completed-Closed;1-544595401;218.0;5
Accepted-In Progress;1-544876956;0.0018137269382373033;1
Accepted-Wait;1-544876956;12101739.992275143;2
Completed-Closed;1-544876956;2937913.000364232;3
Accepted-In Progress;1-545738536;0.003320101035904849;1
Accepted-Assigned;1-545738536;297.99847647345683;2
Accepted-In Progress;1-545738536;2129916.9996945644;3
Accepted-In Progress;1-545738536;11951646.000246745;4
Completed-Closed;1-545738536;59.00111032776669;5
Accepted-In Progress;1-545911672;0.0005683935139590625;1
Queued-Awaiting Assignment;1-545911672;224.00641006163633;2
Accepted-In Progress;1-545911672;589140.0019694996;3
Accepted-In Progress;1-545911672;66620627.0;4
Accepted-Assigned;1-545911672;423.0;5
Accepted-In Progress;1-545911672;0.0;6
Completed-Closed;1-545911672;36.0;7
Accepted-In Progress;1-546272906;-0.00034127805497690577;1
Accepted-Wait;1-546272906;375.0094895929268;2
Accepted-Assigned;1-546272906;612347.0030701469;3
Accepted-In Progress;1-546272906;93000.0;4
Completed-Closed;1-546272906;22990035.0;5
Accepted-In Progress;1-546692981;-0.0009130337661047894;1
Completed-Closed;1-546692981;12698245.99908805;2
Accepted-In Progress;1-546693092;0.001020616115841928;1
Completed-Closed;1-546693092;12694210.999359282;2
Accepted-In Progress;1-547539001;0.00094030382113952;1
Completed-Closed;1-547539001;12633553.998081699;2
Accepted-In Progress;1-547617088;-0.0014074235263343991;1
Accepted-Assigned;1-547617088;1024.0080770545183;2
Accepted-In Progress;1-547617088;0.0;3
Accepted-Wait;1-547617088;6245.0;4
Completed-Closed;1-547617088;1.0;5
Accepted-In Progress;1-547802271;0.0005877534489071092;1
Completed-Closed;1-547802271;12615692.001012556;2
Accepted-In Progress;1-548188531;0.0003035425801276109;1
Completed-Closed;1-548188531;12635961.998526515;2
Accepted-In Progress;1-548188557;0.0017585702691789839;1
Completed-Closed;1-548188557;12635511.999721935;2
Accepted-In Progress;1-548188833;0.0013399871566297337;1
Completed-Closed;1-548188833;12634893.997561602;2
Accepted-In Progress;1-549431982;0.0016500195592520487;1
Queued-Awaiting Assignment;1-549431982;210.0111835069068;2
Accepted-In Progress;1-549431982;2653098.99964675;3
Accepted-Wait;1-549431982;9768401.999719184;4
Completed-Closed;1-549431982;49.0000172353361;5
Accepted-In Progress;1-550159631;-0.00042738789112097794;1
Accepted-Wait;1-550159631;41.00179086610796;2
Accepted-Assigned;1-550159631;33.98781367807087;3
Accepted-In Progress;1-550159631;13404065.99908486;4
Completed-Closed;1-550159631;2.0004246503696224;5
Accepted-In Progress;1-550577363;-0.0003877158152004883;1
Accepted-Wait;1-550577363;223.99633788027953;2
Accepted-Assigned;1-550577363;29.0;3
Accepted-In Progress;1-550577363;0.0;4
Completed-Closed;1-550577363;33103667.0;5
Accepted-In Progress;1-550611848;-0.0009618164227569527;1
Completed-Closed;1-550611848;22619478.001113784;2
Accepted-In Progress;1-553276916;0.002097866467920938;1
Completed-Closed;1-553276916;1304414.001185813;2
Accepted-In Progress;1-553276916;14429233.000288727;3
Queued-Awaiting Assignment;1-553276916;2879.0;4
Accepted-In Progress;1-553276916;0.0;5
Completed-Closed;1-553276916;9.0;6
Accepted-In Progress;1-555105571;0.0011326058489576428;1
Queued-Awaiting Assignment;1-555105571;2397.0216624894324;2
Accepted-In Progress;1-555105571;54810.00072835288;3
Accepted-Assigned;1-555105571;6.998890720008357;4
Accepted-In Progress;1-555105571;14489166.999473728;5
Completed-Closed;1-555105571;259.99990636172043;6
Accepted-In Progress;1-557618809;-0.0008668483362308807;1
Completed-Closed;1-557618809;13228723.000700533;2
